sex,age,level_education,country,year,value_unemployment,value_education,valor_educacion,indice_educativo
Males,15-29,UNIVERSIDAD,Estonia,2016,8.3,12.7,5,2.67
Males,15-29,UNIVERSIDAD,Estonia,2017,8.3,13.0,5,2.65
Males,15-29,UNIVERSIDAD,Estonia,2018,8.3,13.9,5,2.63
Males,15-29,UNIVERSIDAD,Estonia,2019,8.3,13.4,5,2.66
Males,15-29,UNIVERSIDAD,Estonia,2020,8.3,14.8,5,2.69
Males,15-29,UNIVERSIDAD,Estonia,2021,8.3,16.0,5,2.68
Males,15-29,UNIVERSIDAD,Estonia,2022,8.3,13.8,5,2.65
Males,15-29,UNIVERSIDAD,Estonia,2023,8.3,12.1,5,2.61
Total,15-29,ESO,Estonia,2014,19.6,33.3,1,2.82
Total,15-29,ESO,Estonia,2015,18.8,35.2,1,2.82
Total,15-29,ESO,Estonia,2016,19.3,34.7,1,2.82
Total,15-29,ESO,Estonia,2017,14.6,35.1,1,2.82
Total,15-29,ESO,Estonia,2018,13.5,35.4,1,2.82
Total,15-29,ESO,Estonia,2019,16.6,35.9,1,2.82
Total,15-29,ESO,Estonia,2020,22.0,36.3,1,2.82
Total,15-29,ESO,Estonia,2021,21.8,37.1,1,2.82
Total,15-29,ESO,Estonia,2022,23.7,38.5,1,2.82
Total,15-29,ESO,Estonia,2023,22.4,40.1,1,2.82
Total,15-29,BACH-FP,Estonia,2014,11.2,46.5,3,2.82
Total,15-29,BACH-FP,Estonia,2015,9.1,46.2,3,2.82
Total,15-29,BACH-FP,Estonia,2016,9.7,45.7,3,2.82
Total,15-29,BACH-FP,Estonia,2017,8.3,45.5,3,2.82
Total,15-29,BACH-FP,Estonia,2018,8.1,45.6,3,2.82
Total,15-29,BACH-FP,Estonia,2019,6.4,44.9,3,2.82
Total,15-29,BACH-FP,Estonia,2020,13.5,44.6,3,2.82
Total,15-29,BACH-FP,Estonia,2021,11.2,42.7,3,2.82
Total,15-29,BACH-FP,Estonia,2022,10.4,42.6,3,2.82
Total,15-29,BACH-FP,Estonia,2023,11.4,42.9,3,2.82
Total,15-29,BACH,Estonia,2014,13.1,28.0,4,2.82
Total,15-29,BACH,Estonia,2015,10.8,25.8,4,2.82
Total,15-29,BACH,Estonia,2016,9.0,26.6,4,2.82
Total,15-29,BACH,Estonia,2017,9.0,26.2,4,2.82
Total,15-29,BACH,Estonia,2018,7.8,25.2,4,2.82
Total,15-29,BACH,Estonia,2019,7.0,24.5,4,2.82
Total,15-29,BACH,Estonia,2020,12.7,26.3,4,2.82
Total,15-29,BACH,Estonia,2021,11.2,24.8,4,2.82
Total,15-29,BACH,Estonia,2022,12.4,24.8,4,2.82
Total,15-29,BACH,Estonia,2023,10.4,26.0,4,2.82
Total,15-29,FP,Estonia,2014,9.5,18.5,2,2.82
Total,15-29,FP,Estonia,2015,7.6,20.4,2,2.82
Total,15-29,FP,Estonia,2016,10.5,19.1,2,2.82
Total,15-29,FP,Estonia,2017,7.6,19.3,2,2.82
Total,15-29,FP,Estonia,2018,8.3,20.4,2,2.82
Total,15-29,FP,Estonia,2019,5.9,20.3,2,2.82
Total,15-29,FP,Estonia,2020,14.3,18.3,2,2.82
Total,15-29,FP,Estonia,2021,11.3,17.9,2,2.82
Total,15-29,FP,Estonia,2022,8.2,17.8,2,2.82
Total,15-29,FP,Estonia,2023,12.6,16.9,2,2.82
Total,15-29,UNIVERSIDAD,Estonia,2014,7.6,20.2,5,2.82
Total,15-29,UNIVERSIDAD,Estonia,2015,4.2,18.5,5,2.82
Total,15-29,UNIVERSIDAD,Estonia,2016,5.4,19.6,5,2.82
Total,15-29,UNIVERSIDAD,Estonia,2017,3.7,19.4,5,2.82
Total,15-29,UNIVERSIDAD,Estonia,2018,3.7,19.0,5,2.82
Total,15-29,UNIVERSIDAD,Estonia,2019,4.9,19.2,5,2.82
Total,15-29,UNIVERSIDAD,Estonia,2020,6.2,19.1,5,2.82
Total,15-29,UNIVERSIDAD,Estonia,2021,4.8,20.1,5,2.82
Total,15-29,UNIVERSIDAD,Estonia,2022,3.8,18.9,5,2.82
Total,15-29,UNIVERSIDAD,Estonia,2023,3.8,16.9,5,2.82
Females,15-29,ESO,Finland,2014,28.0,34.6,1,2.77
Females,15-29,ESO,Finland,2015,30.3,34.6,1,2.76
Females,15-29,ESO,Finland,2016,30.1,33.9,1,2.78
Females,15-29,ESO,Finland,2017,31.3,33.8,1,2.81
Females,15-29,ESO,Finland,2018,25.7,33.5,1,2.81
Females,15-29,ESO,Finland,2019,24.2,34.2,1,2.79
Females,15-29,ESO,Finland,2020,30.5,34.3,1,2.82
Females,15-29,ESO,Finland,2021,23.3,37.2,1,2.73
Females,15-29,ESO,Finland,2022,22.1,35.3,1,2.78
Females,15-29,ESO,Finland,2023,21.5,36.8,1,2.77
Females,15-29,BACH-FP,Finland,2014,13.0,47.7,3,2.77
Females,15-29,BACH-FP,Finland,2015,14.3,47.5,3,2.76
Females,15-29,BACH-FP,Finland,2016,13.0,48.1,3,2.78
Females,15-29,BACH-FP,Finland,2017,13.1,47.7,3,2.81
Females,15-29,BACH-FP,Finland,2018,12.0,47.0,3,2.81
Females,15-29,BACH-FP,Finland,2019,9.9,46.8,3,2.79
Females,15-29,BACH-FP,Finland,2020,13.4,46.2,3,2.82
Females,15-29,BACH-FP,Finland,2021,10.8,45.4,3,2.73
Females,15-29,BACH-FP,Finland,2022,9.4,47.0,3,2.78
Females,15-29,BACH-FP,Finland,2023,10.4,45.9,3,2.77
Females,15-29,BACH,Finland,2014,14.4,23.6,4,2.77
Females,15-29,BACH,Finland,2015,15.4,22.9,4,2.76
Females,15-29,BACH,Finland,2016,15.2,22.7,4,2.78
Females,15-29,BACH,Finland,2017,14.1,24.0,4,2.81
Females,15-29,BACH,Finland,2018,14.1,22.7,4,2.81
Females,15-29,BACH,Finland,2019,11.7,23.1,4,2.79
Females,15-29,BACH,Finland,2020,16.4,24.9,4,2.82
Females,15-29,BACH,Finland,2021,12.4,23.1,4,2.73
Females,15-29,BACH,Finland,2022,10.5,24.6,4,2.78
Females,15-29,BACH,Finland,2023,11.9,25.5,4,2.77
Females,15-29,FP,Finland,2014,11.6,23.8,2,2.77
Females,15-29,FP,Finland,2015,13.2,24.2,2,2.76
Females,15-29,FP,Finland,2016,10.3,23.3,2,2.78
Females,15-29,FP,Finland,2017,11.4,21.6,2,2.81
Females,15-29,FP,Finland,2018,9.7,22.5,2,2.81
Females,15-29,FP,Finland,2019,8.4,23.7,2,2.79
Females,15-29,FP,Finland,2020,10.5,21.3,2,2.82
Females,15-29,FP,Finland,2021,9.4,22.4,2,2.73
Females,15-29,FP,Finland,2022,8.5,22.4,2,2.78
Females,15-29,FP,Finland,2023,8.6,20.4,2,2.77
Females,15-29,UNIVERSIDAD,Finland,2014,7.0,17.7,5,2.77
Females,15-29,UNIVERSIDAD,Finland,2015,9.8,17.9,5,2.76
Females,15-29,UNIVERSIDAD,Finland,2016,7.7,18.0,5,2.78
Females,15-29,UNIVERSIDAD,Finland,2017,6.0,18.6,5,2.81
Females,15-29,UNIVERSIDAD,Finland,2018,6.1,19.5,5,2.81
Females,15-29,UNIVERSIDAD,Finland,2019,5.5,19.0,5,2.79
Females,15-29,UNIVERSIDAD,Finland,2020,6.4,19.5,5,2.82
Females,15-29,UNIVERSIDAD,Finland,2021,5.4,17.3,5,2.73
Females,15-29,UNIVERSIDAD,Finland,2022,5.2,17.7,5,2.78
Females,15-29,UNIVERSIDAD,Finland,2023,6.6,17.3,5,2.77
Males,15-29,ESO,Finland,2014,29.3,37.5,1,2.58
Males,15-29,ESO,Finland,2015,31.6,37.6,1,2.57
Males,15-29,ESO,Finland,2016,28.4,35.7,1,2.61
Males,15-29,ESO,Finland,2017,27.1,35.7,1,2.62
Males,15-29,ESO,Finland,2018,24.8,36.3,1,2.61
Males,15-29,ESO,Finland,2019,27.5,34.6,1,2.63
Males,15-29,ESO,Finland,2020,31.3,33.4,1,2.68
Males,15-29,ESO,Finland,2021,24.5,35.8,1,2.63
Males,15-29,ESO,Finland,2022,19.1,37.9,1,2.6
Males,15-29,ESO,Finland,2023,23.5,38.6,1,2.59
Males,15-29,BACH-FP,Finland,2014,15.1,52.0,3,2.58
Males,15-29,BACH-FP,Finland,2015,16.4,52.2,3,2.57
Males,15-29,BACH-FP,Finland,2016,14.8,53.1,3,2.61
Males,15-29,BACH-FP,Finland,2017,13.9,52.9,3,2.62
Males,15-29,BACH-FP,Finland,2018,11.4,51.6,3,2.61
Males,15-29,BACH-FP,Finland,2019,10.9,52.6,3,2.63
Males,15-29,BACH-FP,Finland,2020,14.4,53.2,3,2.68
Males,15-29,BACH-FP,Finland,2021,12.2,52.0,3,2.63
Males,15-29,BACH-FP,Finland,2022,10.4,50.6,3,2.6
Males,15-29,BACH-FP,Finland,2023,11.4,49.4,3,2.59
Males,15-29,BACH,Finland,2014,16.9,21.0,4,2.58
Males,15-29,BACH,Finland,2015,18.7,20.9,4,2.57
Males,15-29,BACH,Finland,2016,16.3,20.5,4,2.61
Males,15-29,BACH,Finland,2017,15.9,20.9,4,2.62
Males,15-29,BACH,Finland,2018,14.0,20.2,4,2.61
Males,15-29,BACH,Finland,2019,15.2,19.7,4,2.63
Males,15-29,BACH,Finland,2020,16.9,21.8,4,2.68
Males,15-29,BACH,Finland,2021,13.5,21.4,4,2.63
Males,15-29,BACH,Finland,2022,12.4,21.5,4,2.6
Males,15-29,BACH,Finland,2023,12.9,21.1,4,2.59
Males,15-29,FP,Finland,2014,14.1,30.9,2,2.58
Males,15-29,FP,Finland,2015,15.3,31.2,2,2.57
Males,15-29,FP,Finland,2016,13.0,30.8,2,2.61
Males,15-29,FP,Finland,2017,12.1,30.2,2,2.62
Males,15-29,FP,Finland,2018,9.6,29.7,2,2.61
Males,15-29,FP,Finland,2019,9.0,32.9,2,2.63
Males,15-29,FP,Finland,2020,13.0,31.4,2,2.68
Males,15-29,FP,Finland,2021,11.5,30.5,2,2.63
Males,15-29,FP,Finland,2022,9.1,29.0,2,2.6
Males,15-29,FP,Finland,2023,10.6,28.3,2,2.59
Males,15-29,UNIVERSIDAD,Finland,2014,8.6,10.5,5,2.58
Males,15-29,UNIVERSIDAD,Finland,2015,8.8,10.2,5,2.57
Males,15-29,UNIVERSIDAD,Finland,2016,9.2,11.2,5,2.61
Males,15-29,UNIVERSIDAD,Finland,2017,7.8,11.4,5,2.62
Males,15-29,UNIVERSIDAD,Finland,2018,5.4,12.1,5,2.61
Males,15-29,UNIVERSIDAD,Finland,2019,5.9,12.8,5,2.63
Males,15-29,UNIVERSIDAD,Finland,2020,5.5,13.4,5,2.68
Males,15-29,UNIVERSIDAD,Finland,2021,8.1,12.3,5,2.63
Males,15-29,UNIVERSIDAD,Finland,2022,8.1,11.6,5,2.6
Males,15-29,UNIVERSIDAD,Finland,2023,8.1,11.9,5,2.59
Total,15-29,ESO,Finland,2014,28.7,36.1,1,2.7
Total,15-29,ESO,Finland,2015,31.0,36.1,1,2.7
Total,15-29,ESO,Finland,2016,29.3,34.8,1,2.7
Total,15-29,ESO,Finland,2017,29.1,34.8,1,2.7
Total,15-29,ESO,Finland,2018,25.2,34.9,1,2.7
Total,15-29,ESO,Finland,2019,25.9,34.4,1,2.7
Total,15-29,ESO,Finland,2020,30.9,33.8,1,2.7
Total,15-29,ESO,Finland,2021,23.9,36.5,1,2.7
Total,15-29,ESO,Finland,2022,20.5,36.6,1,2.7
Total,15-29,ESO,Finland,2023,22.5,37.7,1,2.7
Total,15-29,BACH-FP,Finland,2014,14.1,49.9,3,2.7
Total,15-29,BACH-FP,Finland,2015,15.5,49.8,3,2.7
Total,15-29,BACH-FP,Finland,2016,14.0,50.6,3,2.7
Total,15-29,BACH-FP,Finland,2017,13.5,50.3,3,2.7
Total,15-29,BACH-FP,Finland,2018,11.7,49.3,3,2.7
Total,15-29,BACH-FP,Finland,2019,10.5,49.7,3,2.7
Total,15-29,BACH-FP,Finland,2020,13.9,49.8,3,2.7
Total,15-29,BACH-FP,Finland,2021,11.6,48.7,3,2.7
Total,15-29,BACH-FP,Finland,2022,9.9,48.8,3,2.7
Total,15-29,BACH-FP,Finland,2023,10.9,47.7,3,2.7
Total,15-29,BACH,Finland,2014,15.6,22.2,4,2.7
Total,15-29,BACH,Finland,2015,17.0,21.9,4,2.7
Total,15-29,BACH,Finland,2016,15.7,21.6,4,2.7
Total,15-29,BACH,Finland,2017,15.0,22.4,4,2.7
Total,15-29,BACH,Finland,2018,14.1,21.4,4,2.7
Total,15-29,BACH,Finland,2019,13.3,21.4,4,2.7
Total,15-29,BACH,Finland,2020,16.6,23.3,4,2.7
Total,15-29,BACH,Finland,2021,12.9,22.3,4,2.7
Total,15-29,BACH,Finland,2022,11.4,23.1,4,2.7
Total,15-29,BACH,Finland,2023,12.4,23.3,4,2.7
Total,15-29,FP,Finland,2014,13.1,27.4,2,2.7
Total,15-29,FP,Finland,2015,14.5,27.7,2,2.7
Total,15-29,FP,Finland,2016,12.0,27.1,2,2.7
Total,15-29,FP,Finland,2017,11.8,26.0,2,2.7
Total,15-29,FP,Finland,2018,9.7,26.2,2,2.7
Total,15-29,FP,Finland,2019,8.7,28.4,2,2.7
Total,15-29,FP,Finland,2020,12.1,26.5,2,2.7
Total,15-29,FP,Finland,2021,10.7,26.5,2,2.7
Total,15-29,FP,Finland,2022,8.9,25.7,2,2.7
Total,15-29,FP,Finland,2023,9.8,24.4,2,2.7
Total,15-29,UNIVERSIDAD,Finland,2014,7.6,14.0,5,2.7
Total,15-29,UNIVERSIDAD,Finland,2015,9.4,14.1,5,2.7
Total,15-29,UNIVERSIDAD,Finland,2016,8.3,14.6,5,2.7
Total,15-29,UNIVERSIDAD,Finland,2017,6.7,14.9,5,2.7
Total,15-29,UNIVERSIDAD,Finland,2018,5.8,15.8,5,2.7
Total,15-29,UNIVERSIDAD,Finland,2019,5.7,15.9,5,2.7
Total,15-29,UNIVERSIDAD,Finland,2020,6.0,16.4,5,2.7
Total,15-29,UNIVERSIDAD,Finland,2021,6.5,14.8,5,2.7
Total,15-29,UNIVERSIDAD,Finland,2022,4.7,14.6,5,2.7
Total,15-29,UNIVERSIDAD,Finland,2023,6.0,14.6,5,2.7
Females,15-29,ESO,France,2014,36.2,29.8,1,2.98
Females,15-29,ESO,France,2015,38.2,30.4,1,2.95
Females,15-29,ESO,France,2016,41.5,29.7,1,2.97
Females,15-29,ESO,France,2017,34.8,30.2,1,2.97
Females,15-29,ESO,France,2018,34.4,29.9,1,2.99
Females,15-29,ESO,France,2019,33.9,29.4,1,3.01
Females,15-29,ESO,France,2020,35.8,28.3,1,3.05
Females,15-29,ESO,France,2021,32.0,29.4,1,3.04
Females,15-29,ESO,France,2022,26.6,29.6,1,3.04
Females,15-29,ESO,France,2023,29.7,29.8,1,3.06
Females,15-29,BACH-FP,France,2014,20.3,42.7,3,2.98
Females,15-29,BACH-FP,France,2015,20.0,42.8,3,2.95
Females,15-29,BACH-FP,France,2016,20.4,42.9,3,2.97
Females,15-29,BACH-FP,France,2017,19.6,42.5,3,2.97
Females,15-29,BACH-FP,France,2018,18.6,41.8,3,2.99
Females,15-29,BACH-FP,France,2019,16.9,41.6,3,3.01
Females,15-29,BACH-FP,France,2020,17.8,41.8,3,3.05
Females,15-29,BACH-FP,France,2021,17.1,40.0,3,3.04
Females,15-29,BACH-FP,France,2022,15.3,39.9,3,3.04
Females,15-29,BACH-FP,France,2023,15.5,39.3,3,3.06
Females,15-29,BACH,France,2014,16.8,22.1,4,2.98
Females,15-29,BACH,France,2015,16.8,21.3,4,2.95
Females,15-29,BACH,France,2016,18.6,21.3,4,2.97
Females,15-29,BACH,France,2017,17.6,21.9,4,2.97
Females,15-29,BACH,France,2018,16.2,21.5,4,2.99
Females,15-29,BACH,France,2019,17.6,21.7,4,3.01
Females,15-29,BACH,France,2020,18.2,22.9,4,3.05
Females,15-29,BACH,France,2021,19.4,21.8,4,3.04
Females,15-29,BACH,France,2022,16.6,21.8,4,3.04
Females,15-29,BACH,France,2023,16.4,22.3,4,3.06
Females,15-29,FP,France,2014,22.0,20.5,2,2.98
Females,15-29,FP,France,2015,21.6,21.5,2,2.95
Females,15-29,FP,France,2016,21.3,21.6,2,2.97
Females,15-29,FP,France,2017,20.7,20.7,2,2.97
Females,15-29,FP,France,2018,19.8,20.4,2,2.99
Females,15-29,FP,France,2019,16.5,19.9,2,3.01
Females,15-29,FP,France,2020,17.5,18.9,2,3.05
Females,15-29,FP,France,2021,15.6,18.1,2,3.04
Females,15-29,FP,France,2022,14.5,18.1,2,3.04
Females,15-29,FP,France,2023,14.9,17.0,2,3.06
Females,15-29,UNIVERSIDAD,France,2014,10.8,27.6,5,2.98
Females,15-29,UNIVERSIDAD,France,2015,10.7,26.9,5,2.95
Females,15-29,UNIVERSIDAD,France,2016,10.1,27.4,5,2.97
Females,15-29,UNIVERSIDAD,France,2017,8.6,27.3,5,2.97
Females,15-29,UNIVERSIDAD,France,2018,9.0,28.3,5,2.99
Females,15-29,UNIVERSIDAD,France,2019,7.8,29.0,5,3.01
Females,15-29,UNIVERSIDAD,France,2020,9.4,29.9,5,3.05
Females,15-29,UNIVERSIDAD,France,2021,8.7,30.6,5,3.04
Females,15-29,UNIVERSIDAD,France,2022,7.9,30.5,5,3.04
Females,15-29,UNIVERSIDAD,France,2023,8.3,31.0,5,3.06
Males,15-29,ESO,France,2014,34.8,33.3,1,2.79
Males,15-29,ESO,France,2015,34.4,33.4,1,2.78
Males,15-29,ESO,France,2016,34.4,33.6,1,2.77
Males,15-29,ESO,France,2017,33.8,33.4,1,2.78
Males,15-29,ESO,France,2018,32.9,33.4,1,2.8
Males,15-29,ESO,France,2019,30.5,33.1,1,2.83
Males,15-29,ESO,France,2020,27.4,31.9,1,2.87
Males,15-29,ESO,France,2021,28.3,33.4,1,2.86
Males,15-29,ESO,France,2022,26.8,32.8,1,2.86
Males,15-29,ESO,France,2023,27.0,33.2,1,2.87
Males,15-29,BACH-FP,France,2014,19.4,44.4,3,2.79
Males,15-29,BACH-FP,France,2015,19.2,44.5,3,2.78
Males,15-29,BACH-FP,France,2016,19.0,44.3,3,2.77
Males,15-29,BACH-FP,France,2017,17.5,44.8,3,2.78
Males,15-29,BACH-FP,France,2018,16.6,43.5,3,2.8
Males,15-29,BACH-FP,France,2019,16.2,43.2,3,2.83
Males,15-29,BACH-FP,France,2020,16.5,43.8,3,2.87
Males,15-29,BACH-FP,France,2021,14.8,41.0,3,2.86
Males,15-29,BACH-FP,France,2022,15.2,42.2,3,2.86
Males,15-29,BACH-FP,France,2023,14.0,41.4,3,2.87
Males,15-29,BACH,France,2014,17.8,18.3,4,2.79
Males,15-29,BACH,France,2015,17.8,17.5,4,2.78
Males,15-29,BACH,France,2016,21.1,17.3,4,2.77
Males,15-29,BACH,France,2017,17.8,17.8,4,2.78
Males,15-29,BACH,France,2018,17.8,18.0,4,2.8
Males,15-29,BACH,France,2019,17.4,18.6,4,2.83
Males,15-29,BACH,France,2020,19.4,20.2,4,2.87
Males,15-29,BACH,France,2021,17.1,18.2,4,2.86
Males,15-29,BACH,France,2022,17.9,19.0,4,2.86
Males,15-29,BACH,France,2023,17.1,19.0,4,2.87
Males,15-29,FP,France,2014,19.9,26.1,2,2.79
Males,15-29,FP,France,2015,19.7,27.0,2,2.78
Males,15-29,FP,France,2016,18.5,27.1,2,2.77
Males,15-29,FP,France,2017,17.4,27.0,2,2.78
Males,15-29,FP,France,2018,16.2,25.6,2,2.8
Males,15-29,FP,France,2019,15.8,24.7,2,2.83
Males,15-29,FP,France,2020,15.4,23.6,2,2.87
Males,15-29,FP,France,2021,13.8,22.8,2,2.86
Males,15-29,FP,France,2022,14.0,23.2,2,2.86
Males,15-29,FP,France,2023,12.5,22.3,2,2.87
Males,15-29,UNIVERSIDAD,France,2014,11.3,22.3,5,2.79
Males,15-29,UNIVERSIDAD,France,2015,12.5,22.1,5,2.78
Males,15-29,UNIVERSIDAD,France,2016,10.2,22.0,5,2.77
Males,15-29,UNIVERSIDAD,France,2017,8.7,21.8,5,2.78
Males,15-29,UNIVERSIDAD,France,2018,9.5,23.1,5,2.8
Males,15-29,UNIVERSIDAD,France,2019,9.7,23.7,5,2.83
Males,15-29,UNIVERSIDAD,France,2020,10.5,24.3,5,2.87
Males,15-29,UNIVERSIDAD,France,2021,9.9,25.5,5,2.86
Males,15-29,UNIVERSIDAD,France,2022,8.8,25.0,5,2.86
Males,15-29,UNIVERSIDAD,France,2023,9.1,25.4,5,2.87
Total,15-29,ESO,France,2014,35.3,31.5,1,2.91
Total,15-29,ESO,France,2015,35.7,31.9,1,2.91
Total,15-29,ESO,France,2016,36.8,31.7,1,2.91
Total,15-29,ESO,France,2017,34.1,31.8,1,2.91
Total,15-29,ESO,France,2018,33.4,31.6,1,2.91
Total,15-29,ESO,France,2019,31.7,31.2,1,2.91
Total,15-29,ESO,France,2020,30.2,30.1,1,2.91
Total,15-29,ESO,France,2021,29.6,31.4,1,2.91
Total,15-29,ESO,France,2022,26.7,31.2,1,2.91
Total,15-29,ESO,France,2023,28.0,31.5,1,2.91
Total,15-29,BACH-FP,France,2014,19.8,43.5,3,2.91
Total,15-29,BACH-FP,France,2015,19.6,43.7,3,2.91
Total,15-29,BACH-FP,France,2016,19.7,43.6,3,2.91
Total,15-29,BACH-FP,France,2017,18.4,43.7,3,2.91
Total,15-29,BACH-FP,France,2018,17.5,42.7,3,2.91
Total,15-29,BACH-FP,France,2019,16.5,42.4,3,2.91
Total,15-29,BACH-FP,France,2020,17.0,42.8,3,2.91
Total,15-29,BACH-FP,France,2021,15.8,40.5,3,2.91
Total,15-29,BACH-FP,France,2022,15.3,41.1,3,2.91
Total,15-29,BACH-FP,France,2023,14.7,40.3,3,2.91
Total,15-29,BACH,France,2014,17.3,20.2,4,2.91
Total,15-29,BACH,France,2015,17.3,19.4,4,2.91
Total,15-29,BACH,France,2016,19.7,19.3,4,2.91
Total,15-29,BACH,France,2017,17.7,19.8,4,2.91
Total,15-29,BACH,France,2018,17.0,19.7,4,2.91
Total,15-29,BACH,France,2019,17.5,20.2,4,2.91
Total,15-29,BACH,France,2020,18.8,21.6,4,2.91
Total,15-29,BACH,France,2021,18.3,20.0,4,2.91
Total,15-29,BACH,France,2022,17.2,20.4,4,2.91
Total,15-29,BACH,France,2023,16.7,20.6,4,2.91
Total,15-29,FP,France,2014,20.8,23.3,2,2.91
Total,15-29,FP,France,2015,20.4,24.2,2,2.91
Total,15-29,FP,France,2016,19.6,24.4,2,2.91
Total,15-29,FP,France,2017,18.7,23.8,2,2.91
Total,15-29,FP,France,2018,17.7,23.0,2,2.91
Total,15-29,FP,France,2019,16.1,22.3,2,2.91
Total,15-29,FP,France,2020,16.3,21.2,2,2.91
Total,15-29,FP,France,2021,14.6,20.5,2,2.91
Total,15-29,FP,France,2022,14.2,20.6,2,2.91
Total,15-29,FP,France,2023,13.5,19.7,2,2.91
Total,15-29,UNIVERSIDAD,France,2014,11.0,25.0,5,2.91
Total,15-29,UNIVERSIDAD,France,2015,11.5,24.5,5,2.91
Total,15-29,UNIVERSIDAD,France,2016,10.1,24.7,5,2.91
Total,15-29,UNIVERSIDAD,France,2017,8.7,24.6,5,2.91
Total,15-29,UNIVERSIDAD,France,2018,9.3,25.7,5,2.91
Total,15-29,UNIVERSIDAD,France,2019,8.6,26.4,5,2.91
Total,15-29,UNIVERSIDAD,France,2020,9.9,27.1,5,2.91
Total,15-29,UNIVERSIDAD,France,2021,9.3,28.1,5,2.91
Total,15-29,UNIVERSIDAD,France,2022,8.3,27.7,5,2.91
Total,15-29,UNIVERSIDAD,France,2023,8.6,28.2,5,2.91
Females,15-29,ESO,Germany,2014,12.3,37.3,1,2.59
Females,15-29,ESO,Germany,2015,12.7,37.6,1,2.6
Females,15-29,ESO,Germany,2016,11.4,36.6,1,2.63
Females,15-29,ESO,Germany,2017,11.2,36.6,1,2.65
Females,15-29,ESO,Germany,2018,9.6,36.5,1,2.66
Females,15-29,ESO,Germany,2019,8.4,36.8,1,2.67
Females,15-29,ESO,Germany,2020,11.9,34.6,1,2.74
Females,15-29,ESO,Germany,2021,10.8,37.7,1,2.7
Females,15-29,ESO,Germany,2022,8.3,41.0,1,2.64
Females,15-29,ESO,Germany,2023,7.6,39.8,1,2.67
Females,15-29,BACH-FP,Germany,2014,4.7,50.2,3,2.59
Females,15-29,BACH-FP,Germany,2015,3.9,48.9,3,2.6
Females,15-29,BACH-FP,Germany,2016,4.0,49.1,3,2.63
Females,15-29,BACH-FP,Germany,2017,3.5,48.6,3,2.65
Females,15-29,BACH-FP,Germany,2018,3.0,48.3,3,2.66
Females,15-29,BACH-FP,Germany,2019,3.1,47.6,3,2.67
Females,15-29,BACH-FP,Germany,2020,4.0,47.9,3,2.74
Females,15-29,BACH-FP,Germany,2021,4.3,44.1,3,2.7
Females,15-29,BACH-FP,Germany,2022,3.4,40.8,3,2.64
Females,15-29,BACH-FP,Germany,2023,3.5,41.4,3,2.67
Females,15-29,BACH,Germany,2014,4.9,18.6,4,2.59
Females,15-29,BACH,Germany,2015,3.6,18.4,4,2.6
Females,15-29,BACH,Germany,2016,4.6,18.9,4,2.63
Females,15-29,BACH,Germany,2017,4.2,19.7,4,2.65
Females,15-29,BACH,Germany,2018,3.6,20.4,4,2.66
Females,15-29,BACH,Germany,2019,4.1,20.8,4,2.67
Females,15-29,BACH,Germany,2020,6.3,21.8,4,2.74
Females,15-29,BACH,Germany,2021,6.2,20.2,4,2.7
Females,15-29,BACH,Germany,2022,4.9,18.0,4,2.64
Females,15-29,BACH,Germany,2023,5.3,18.3,4,2.67
Females,15-29,FP,Germany,2014,4.6,31.5,2,2.59
Females,15-29,FP,Germany,2015,4.0,30.5,2,2.6
Females,15-29,FP,Germany,2016,3.7,30.2,2,2.63
Females,15-29,FP,Germany,2017,3.2,28.9,2,2.65
Females,15-29,FP,Germany,2018,2.8,27.9,2,2.66
Females,15-29,FP,Germany,2019,2.6,26.8,2,2.67
Females,15-29,FP,Germany,2020,2.8,26.0,2,2.74
Females,15-29,FP,Germany,2021,3.2,23.9,2,2.7
Females,15-29,FP,Germany,2022,2.6,22.8,2,2.64
Females,15-29,FP,Germany,2023,2.6,23.1,2,2.67
Females,15-29,UNIVERSIDAD,Germany,2014,4.4,12.6,5,2.59
Females,15-29,UNIVERSIDAD,Germany,2015,3.8,13.5,5,2.6
Females,15-29,UNIVERSIDAD,Germany,2016,3.1,14.3,5,2.63
Females,15-29,UNIVERSIDAD,Germany,2017,3.1,14.9,5,2.65
Females,15-29,UNIVERSIDAD,Germany,2018,3.2,15.1,5,2.66
Females,15-29,UNIVERSIDAD,Germany,2019,2.8,15.6,5,2.67
Females,15-29,UNIVERSIDAD,Germany,2020,4.0,17.5,5,2.74
Females,15-29,UNIVERSIDAD,Germany,2021,3.5,18.2,5,2.7
Females,15-29,UNIVERSIDAD,Germany,2022,3.0,18.2,5,2.64
Females,15-29,UNIVERSIDAD,Germany,2023,3.7,18.8,5,2.67
Males,15-29,ESO,Germany,2014,14.1,40.1,1,2.51
Males,15-29,ESO,Germany,2015,13.3,40.4,1,2.51
Males,15-29,ESO,Germany,2016,13.2,39.2,1,2.55
Males,15-29,ESO,Germany,2017,12.8,39.3,1,2.57
Males,15-29,ESO,Germany,2018,11.8,39.4,1,2.57
Males,15-29,ESO,Germany,2019,10.3,39.4,1,2.58
Males,15-29,ESO,Germany,2020,12.5,39.2,1,2.61
Males,15-29,ESO,Germany,2021,11.0,41.3,1,2.58
Males,15-29,ESO,Germany,2022,8.9,44.3,1,2.51
Males,15-29,ESO,Germany,2023,8.9,44.5,1,2.51
Males,15-29,BACH-FP,Germany,2014,5.5,49.6,3,2.51
